nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota
Ruumi coffee,4.8,44,Coffee shop,-5.181167,119.440703,"72 Aksesoris Komputer HP, Jalan Tala' Salapang, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Foil Coffee,4.5,35,Coffee shop,-5.1555299,119.4298871,"Jalan Rappocini Raya, Rappo Ciniʼ, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Buakana,Rappocini,Makassar
Warkop Bundu Talasalapang,4.4,1307,Coffee shop,-5.1832518,119.4478154,"Warkop bundu talasalapang, Jalan Tala' Salapang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar
Daun Coffee Monginsidi,4.5,1010,Coffee shop,-5.1493706,119.4274645,"Perumahan Puri Mutiara, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar
KOPIKU,4.9,32,Coffee shop,-5.1777197,119.4435531,"Jalan Skarda N, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Rumah Kopi Sweetness coffee mks,4.7,239,Coffee shop,-5.162998,119.430592,"Jalan R.S.I Faisal XIV, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Wirskopi,4.6,94,Coffee shop,-5.1513167,119.4326194,"Jalan Monginsidi Baru, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Ballaparang,Rappocini,Makassar
Duajiwa Coffee,4.7,215,Coffee shop,-5.1640141,119.4240097,"Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Pakopi Rappocini,4.8,5,Coffee shop,-5.1550846,119.4289245,"Jalan Rappocini Raya, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar
KOPIMOLAGI,5.0,2,Coffee shop,-5.1727719,119.442152,"Jalan Monumen Emmy Saelan, Perumnas Tamalate, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Tidung,Rappocini,Makassar
Kopi Break,4.8,43,Coffee shop,-5.1660092,119.4340187,"Warkop Dg Anas Faisal, Jalan R.S.I Faisal XII, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Eskopi Talasalapang,4.7,25,Coffee shop,-5.182674,119.4469884,"Universitas Teknologi Sulawesi, Jalan Tala' Salapang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar
Kopi Kenangan - Ruko Landak Makassar,4.3,104,Coffee shop,-5.1640194,119.4245252,"Rumah Makan Landak Baru, Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Black Canyon Coffee,4.5,1594,Coffee shop,-5.1626063,119.441512,"Jalan Letjen Hertasning, Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Heiwa Angkringan & Kopi,5.0,29,Coffee shop,-5.1637583,119.4276383,"Jalan Landak Baru IX, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Rappokopi,5.0,3,Coffee store,-5.1570931,119.4309602,"Jalan Rappocini Blok 8, Cilallang, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Buakana,Rappocini,Makassar
Kahava Coffee Makassar,4.3,131,Cafe,-5.1733463,119.44193,"Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Tidung,Rappocini,Makassar
Warkop BUNDU Balai Aroepala,4.4,1719,Coffee shop,-5.1765744,119.4571521,"Warkop Bundu, Jalan Aroepala, Anging Mammiri Resicence, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar
KopiA Makassar,5.0,38,Coffee shop,-5.180433,119.4600001,"Jalan Minasa Upa Blok N3, BTN Minasa Upa, Minasa Upa, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Minasa Upa,Rappocini,Makassar
Eiger Coffee Makassar,4.6,38,Coffee shop,-5.1645179,119.4254588,"Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Amoi Coffee,4.3,70,Coffee shop,-5.1790525,119.4616819,"Jalan Minasa Upa Raya, BTN Minasa Upa, Minasa Upa, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Minasa Upa,Rappocini,Makassar
Wisata Coffee - Rappocini,0.0,0,Coffee shop,-5.1582203,119.433483,"Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar
coffee house,5.0,1,Cafe,-5.1600401,119.4356115,"RM.NYOTO, Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar
Trema kopi,4.8,33,Coffee shop,-5.1749984,119.4442177,"Bus47 Skarda, Jalan Skarda N1, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tidung,Rappocini,Makassar
Om.Bren Cafe Store,4.7,77,Coffee shop,-5.1764598,119.4434983,"Jalan Skarda N1, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Gunung Sari,Rappocini,Makassar
Anotherplace Coffee House,4.6,98,Coffee shop,-5.1853627,119.449046,"Jalan Jipang Raya, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Karunrung,Rappocini,Makassar
Rumah Kopi Shakila,4.7,157,Coffee shop,-5.1658192,119.4394428,"Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
ADAPADA KEDAI HERTASNING,4.7,130,Coffee shop,-5.1663141,119.4471736,"Jalan Letjen Hertasning, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar
Kopi Konoha,4.3,132,Coffee shop,-5.173906,119.45038,"Jalan Tidung 9, Panakkukang Permai, Mappala, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Mappala,Rappocini,Makassar
Kopi Mampir,4.6,38,Coffee shop,-5.1780072,119.460525,"Jalan Aroepala, Tombolo, Minasa Upa, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Minasa Upa,Rappocini,Makassar
REAL CAFE,4.5,605,Coffee shop,-5.1756118,119.4440963,"Jalan Skarda N1, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Gunung Sari,Rappocini,Makassar
Hai HONG,4.5,645,Coffee shop,-5.1509505,119.4343532,"Jalan Pelita Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Ballaparang,Rappocini,Makassar
Etika Studio,4.5,477,Coffee shop,-5.1740486,119.4462379,"ALFAMIDI, Jalan Setapak 8, Panakkukang Permai, Mappala, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Mappala,Rappocini,Makassar
Warkop Nassami,4.5,206,Coffee shop,-5.1750837,119.4341904,"Kompleks Permatasari, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90223, Indonesia",Gunung Sari,Rappocini,Makassar
Kopi Setia,4.5,176,Coffee shop,-5.1479649,119.4285747,"Jalan Sungai Saddang Baru, Bara-Baraya Selatan, Makassar, Sulawesi Selatan, Sulawesi, 90143, Indonesia",Bara-Baraya Selatan,Makassar,Makassar
KOPITAWA EST.2019,4.8,58,Cafe,-5.1687157,119.4383089,"Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
OCTAGRAM COFFEE,4.6,12,Coffee shop,-5.171398,119.4526077,"Permata Hijau Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
Kopi Republik Makassar,4.8,11,Coffee shop,-5.180351,119.4426643,"Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Kedai Kopi Daengna,4.4,217,Coffee shop,-5.1664226,119.4389022,"Daengna, Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Roemah singgah coffee,4.4,15,Coffee shop,-5.1656932,119.4394886,"Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
DIMINATI COFFEE,4.4,622,Coffee shop,-5.1583414,119.4368491,"Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
"Kata Kopi, Rappocini Raya",4.3,3,Coffee shop,-5.1551924,119.4291964,"Jalan Rappocini Raya, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar
Safehaus,4.6,204,Coffee shop,-5.1631699,119.4387218,"Jalan Hertasning II, Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Rally Kopi,4.3,62,Cafe,-5.1700552,119.4383235,"Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Kopi Sini Lagi,4.6,18,Coffee shop,-5.151364,119.4345311,"Jalan Pelita Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Ballaparang,Rappocini,Makassar
Kedai Kopi Kampoeng,4.5,158,Coffee shop,-5.1570604,119.4376686,"Pengayoman Blok F-12, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Masale,Panakkukang,Makassar
Hold Coffee,5.0,5,Coffee store,-5.1586605,119.4337529,"WARKOP MOLOMO, Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar
Warkop Malomo,4.5,126,Coffee shop,-5.1579223,119.4326955,"Kampus 3 Universitas Indonesia Timur Makassar, Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar
Van Djoel Coffee Shop,4.5,258,Cafe,-5.1658209,119.4391993,"Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Teman Nongkrong,4.6,115,Coffee shop,-5.183731,119.4520111,"BTN Minasa Upa, Jipang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Karunrung,Rappocini,Makassar
KOPI BUNG !,4.6,11,Coffee shop,-5.1685318,119.4389143,"Jalan Mapala, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Tidung,Rappocini,Makassar
Kopi Chuseyo Makassar,4.8,42,Coffee shop,-5.1480093,119.430553,"Distributor Lantai Vnyl, Plafon PVC, Conwood, Wallpaper 3D & Rumput Sintetis, 46, Jalan Sungai Saddang Baru, Ballaparang, Makassar, Sulawesi Selatan, Sulawesi, 90232, Indonesia",Ballaparang,Makassar,Makassar
Kopi Kenangan - Ruko Alauddin,4.5,347,Coffee shop,-5.1799586,119.4404498,"The Boss Cafe, Jalan Sultan Alauddin, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
The king cafe,4.6,210,Cafe,-5.1787308,119.4436926,"Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
nomena coffee,4.8,61,Coffee shop,-5.1825547,119.4464828,"Jipang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar
Jeger barber & coffeeshop,4.5,273,Coffee shop,-5.1762634,119.4437771,"Jalan Skarda N1, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Gunung Sari,Rappocini,Makassar
Bamboo Curtain Coffee Shops,4.6,199,Coffee shop,-5.1674239,119.446381,"Perumnas Tamalate, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar
TOKO KOPI OMA - POST CANTOOR,4.2,168,Coffee shop,-5.1641951,119.4346695,"Kantor Pos Regional 10 Makassar, Jalan Andi Pangeran Pettarani, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Kopi Mang'cook,4.3,24,Coffee shop,-5.1624683,119.4374962,"Jalan Hertasning I, Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Kedai Anjari,4.8,4,Coffee shop,-5.1570881,119.4328806,"Buakana, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar
MOKI KOPI,4.7,19,Coffee shop,-5.1540468,119.4356709,"Jalan Pelita Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Ballaparang,Rappocini,Makassar
Squid Spot Coffee,4.6,44,Coffee shop,-5.1589655,119.4253684,"Jalan Wijaya Kusuma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Banta-Bantaeng,Rappocini,Makassar
KOPI HOKI,4.9,11,Coffee shop,-5.1777903,119.4429602,"Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Kanal Social Space,4.4,99,Coffee shop,-5.1589389,119.4254757,"Jalan Wijaya Kusuma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Snacktea Coffee,4.6,202,Coffee shop,-5.1783009,119.4392894,"Snacktea Coffee, Jalan Sultan Alauddin, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Gerobak Kopi Binggo,4.8,27,Coffee shop,-5.1728786,119.4540531,"Permata Hijau Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar
Duolis Coffe,4.6,68,Cafe,-5.175883,119.445926,"Jalan Monumen Emmy Saelan III, Jipang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar
Sudut Senja,4.2,79,Coffee shop,-5.1639611,119.4239565,"Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Arion Coffee Shop Makassar,4.2,10,Cafe,-5.1598856,119.4358148,"Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar
Warkop Paruh Waktu Kec. Rappocini,5.0,1,Coffee shop,-5.1862444,119.4425385,"Jalan Teduh Bersinar, Griya Fajar Mas, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Gunung Sari,Rappocini,Makassar
Kopi Bagaya,4.7,17,Coffee shop,-5.1653169,119.4314441,"Jalan R.S.I Faisal XII, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Warkop Pelita Makassar,4.4,273,Coffee shop,-5.1491682,119.4373885,"Toko Campuran Hj Mariam, Jalan Pelita Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar
Kedai Kopi Geladeri,5.0,23,Coffee shop,-5.1684587,119.4385711,"Apotheke MAPALA, Jalan Pendidikan 1, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Hanun kopi,5.0,1,Coffee shop,-5.162853,119.429863,"Jalan R.S.I Faisal XIV, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Starbucks Pelita Raya,4.6,593,Coffee shop,-5.1544399,119.4361295,"Favehotel Panakkukang, Jalan Pelita VIII, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Buakana,Rappocini,Makassar
Kopi Owner,5.0,5,Coffee shop,-5.19045,119.4511707,"Sapo Kopi Tau Lohe, Jalan Syech Yusuf, Katangka, Minasa Upa, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Minasa Upa,Rappocini,Makassar
OM.BREN,4.2,125,Coffee shop,-5.1854699,119.4490564,"Jalan Jipang Raya, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Karunrung,Rappocini,Makassar
ANIMO KOPI & VAPE STORE,4.7,35,Coffee shop,-5.1606589,119.4283271,"Jalan Wijaya Kusuma 4, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Warkop Dg Anas Faisal,4.6,692,Coffee shop,-5.16599,119.4339834,"Warkop Dg Anas Faisal, Jalan R.S.I Faisal XII, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Pos Kopi,4.6,16,Coffee shop,-5.1577428,119.4306507,"Jalan Rappocini Blok 8, Gotong, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Buakana,Rappocini,Makassar
KOPI TADI,5.0,20,Cafe,-5.156585,119.4257403,"Jalan Wijaya Kusuma I, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Warkop Sahabat Umark,4.8,49,Coffee shop,-5.1538489,119.4301287,"Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar
Herbag Kedai Kopi Tungku,4.4,46,Coffee shop,-5.1865781,119.4428474,"Herbag Kedai Kopi Tungku, Jalan Teduh Bersinar, Griya Fajar Mas, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Gunung Sari,Rappocini,Makassar
Kopi Bersaksi,5.0,6,Coffee shop,-5.1773677,119.4599188,"Jalan Aroepala, Tombolo, Minasa Upa, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Minasa Upa,Rappocini,Makassar
Kopi Ropu,5.0,1,Coffee shop,-5.1492797,119.4288964,"Jalan Monginsidi Baru, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar
Kopi Hari Ini & Food,4.8,76,Restaurant,-5.166221,119.42826,"SMK Negeri 6 Makassar, Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
KOPI HANYA KAU,4.8,12,Coffee shop,-5.1535089,119.4339813,"Jalan Pelita Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Ballaparang,Rappocini,Makassar
Es Kopi Coffee Daeng Makassar,5.0,3,Coffee shop,-5.1747311,119.442432,"Jalan Monumen Emmy Saelan 3A, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Tidung,Rappocini,Makassar
Reza Coffee & Palekko Makassar,4.5,494,Restaurant,-5.162599,119.4412008,"Jalan Letjen Hertasning, Bonto Cinde, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Kopi Samping,5.0,5,Coffee shop,-5.1539909,119.4367609,"Jalan Nikel Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Ballaparang,Rappocini,Makassar
MAKO (markas kopi ),4.7,20,Coffee shop,-5.169711,119.4583037,"Jalan Borong Indah, Puri Taman Sari, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar
Coffee Lovers,4.3,7,Cafe,-5.1557114,119.4272531,"Jalan Rappocini Raya 5, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar
KOPI BORONG TALASAPANG VAPE STORE,4.7,40,Cafeteria,-5.182662,119.4470098,"Universitas Teknologi Sulawesi, Jalan Tala' Salapang, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar
Kopi Burung Seriti,5.0,3,Store,-5.1531129,119.4263437,"Jalan Rappocini Raya, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar
Mooka Kopi Tamalate,4.0,1,Espresso bar,-5.1717501,119.4454484,"Tidung IV Setapak 5, Perumnas Tamalate, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar
Halo Coffee,0.0,0,Coffee shop,-5.1583826,119.4333023,"WARUNG ADEM AYEM, Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar
Kedai Bestie Drink n Coffee Toraja,5.0,3,Coffee shop,-5.1491774,119.4287455,"Green City, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90143, Indonesia",Rappocini,Rappocini,Makassar
Kopi inspirasi,5.0,1,Espresso bar,-5.1880791,119.4511108,"Jalan Minasa Upa, BTN Minasa Upa, Salekoa, Minasa Upa, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Minasa Upa,Rappocini,Makassar
Kedai Kopi Ai,4.9,20,Coffee shop,-5.1841511,119.4495174,"Jalan Jipang Raya, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90161, Indonesia",Karunrung,Rappocini,Makassar
Anko Kopi,5.0,10,Coffee shop,-5.1772162,119.4433351,"Warung Bakso Ibu Joko 2, Jalan Skarda N1, Gunung Sari, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Gunung Sari,Rappocini,Makassar
ES Coklat Mantap Rappocini,5.0,2,Coffee shop,-5.1568401,119.4318781,"RM.Sabar Menanti, Jalan Buakana, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Buakana,Rappocini,Makassar
Kopi Setulus Hati,5.0,1,Coffee shop,-5.1675356,119.4284859,"Four Points by Sheraton, Jalan Bonto Manai, Bonto Maeoʼ, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90223, Indonesia",Banta-Bantaeng,Rappocini,Makassar
SS COFFEE SPACE,4.6,788,Coffee shop,-5.1246242,119.4293952,"Jalan Sunu, Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Kalukuang,Tallo,Makassar
Kopi Sija Rappokalling,5.0,22,Coffee shop,-5.12628,119.4397558,"Lorong Kita, Tammua, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90245, Indonesia",Tammua,Tallo,Makassar
148 Coffee Shop,4.5,538,Coffee shop,-5.1258269,119.4318026,"Jalan Pongtiku, La'latang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",La'latang,Tallo,Makassar
Mimesis Coffee and Studio,4.9,20,Coffee shop,-5.123929,119.4396557,"Jalan Daeng Regge 2, Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar
Tallo,0.0,0,Coffee shop,-5.106055,119.4384316,"Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Tallo,Tallo,Makassar
EJA_COFFEE,4.5,121,Coffee shop,-5.1287063,119.4299604,"Jalan Datuk Ribandang, Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",Kalukuang,Tallo,Makassar
Dwaga Coffee,4.9,30,Cafe,-5.12702,119.4375766,"Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar
Kopi Riolo,4.6,333,Coffee shop,-5.1568381,119.4200304,"Jalan Beruang, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Luar,Mamajang,Makassar
Tifa Kopi & Laundry,4.9,32,Cafe,-5.1175883,119.4334677,"Jalan Gatot Subroto, Ujung Pandang Baru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Ujung Pandang Baru,Tallo,Makassar
Turatea Coffee,4.7,63,Cafe,-5.1231145,119.4408221,"Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar
Teras Kopi 166,4.7,14,Coffee shop,-5.1152057,119.42259,"Jalan Tinumbu Lorong 166, Pannampu, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Pannampu,Tallo,Makassar
eiyo coffe,4.9,31,Coffee shop,-5.1253442,119.4289181,"Lembo, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Lembo,Tallo,Makassar
STORIA Korban X BROZKA Bilyard,4.7,75,Coffee shop,-5.122459,119.4369828,"Jalan Korban 40.000 JIWA, Rappojawa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappojawa,Tallo,Makassar
