,nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota,bayesian_rating
831,Kopi Soe Andalas,4.6,18,Restaurant,-5.1258888,119.4184654,"Jalan Andalas, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Parang Layang,Bontoala,Makassar,4.483645216923215
411,Login Kopi,4.6,18,Coffee shop,-5.139536,119.50837,"Bumi Tamalanrea Permai, Laniang, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.483645216923215
397,Halu Kopi Indonesia,4.6,18,Coffee shop,-5.1366181,119.5173579,"Bumi Tamalanrea Permai, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.483645216923215
155,Kopi Sini Lagi,4.6,18,Coffee shop,-5.151364,119.4345311,"Jalan Pelita Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Ballaparang,Rappocini,Makassar,4.483645216923215
1178,Kedai kopi waduk 99,4.6,18,Coffee shop,-5.1661613,119.4746185,"Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar,4.483645216923215
37,Cafe Rustic,4.5,127,Coffee shop,-5.1622092,119.4541098,"Kompleks Pertokoan Toddoppuli Panakkukang Mas, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar,4.483570986839909
158,Warkop Malomo,4.5,126,Coffee shop,-5.1579223,119.4326955,"Kampus 3 Universitas Indonesia Timur Makassar, Jalan Rappocini Raya, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar,4.483500307709523
1252,Warkop KEKO,5.0,4,Coffee shop,-5.1578962,119.4646127,"Jalan Batua Raya XIV, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Batua,Manggala,Makassar,4.483382942007514
292,Warkop AAN,5.0,4,Coffee shop,-5.115771,119.4234766,"Pannampu, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Pannampu,Tallo,Makassar,4.483382942007514
286,LiQo.id,5.0,4,Coffee shop,-5.1271892,119.4375322,"Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar,4.483382942007514
1190,Coffee Aroma Doloe,5.0,4,Cafe,-5.1499413,119.464381,"EZ Laundry, 353a, Jalan Abdullah Daeng Sirua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90245, Indonesia",Bonto Bila,Manggala,Makassar,4.483382942007514
1117,Kopi SOS,5.0,4,Coffee shop,-5.1563223,119.4201416,"Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar,4.483382942007514
1126,KML Coffee,5.0,4,Coffee shop,-5.1585565,119.4187427,"Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.483382942007514
1140,Sudut Kopi Bang Amran,5.0,4,Coffee shop,-5.1521741,119.4226772,"Jalan Lembu, Maricaya Selatan, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Maricaya Selatan,Mamajang,Makassar,4.483382942007514
652,Kedai Kopi Ngopsan,5.0,4,Coffee shop,-5.1448994,119.4135304,"Lestari Makassar Jaya, Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar,4.483382942007514
683,Teras kopi arfah,5.0,4,Coffee shop,-5.1169771,119.4201453,"Jalan Cakalang V, Totaka, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Totaka,Ujung Tanah,Makassar,4.483382942007514
258,MR. THAHA,5.0,4,Espresso bar,-5.1242123,119.4362291,"Rappokalling Raya, Rappojawa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappojawa,Tallo,Makassar,4.483382942007514
242,Kopi Arobi & Arobi Tech,5.0,4,Coffee shop,-5.1220342,119.4351854,"Lorong 1, Ujung Pandang Baru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Ujung Pandang Baru,Tallo,Makassar,4.483382942007514
1321,Aer Coffee,5.0,4,Coffee shop,-5.1635114,119.4128487,"Jalan Opu Daeng Risadju, Pa'batang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Pa'batang,Mamajang,Makassar,4.483382942007514
283,TABIKinKOPI,5.0,4,Coffee shop,-5.1852344,119.4897744,"Kassik, Tamangapa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Tamangapa,Manggala,Makassar,4.483382942007514
851,pajokka coffee,5.0,4,Coffee shop,-5.1045617,119.5258023,"Jalan Pajjaiyang, Pa'jaiang, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Sudiang Raya,Biringkanaya,Makassar,4.483382942007514
1319,Teh Kopi,5.0,4,Coffee shop,-5.1501608,119.4147022,"Jalan Merpati, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Kunjung Mae,Mariso,Makassar,4.483382942007514
504,Kopi Sea,5.0,4,Coffee store,-5.1761848,119.4143764,"Jalan Andi Mappaodang, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Jongaya,Tamalate,Makassar,4.483382942007514
887,LAESKOPI,5.0,4,Coffee shop,-5.1229483,119.5223585,"Paccerakang, Paccerakkang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Paccerakang,Biringkanaya,Makassar,4.483382942007514
1225,Syarat Kopi,5.0,4,Cafe,-5.1624285,119.4574918,"RS Hermina Makassar, 7, Jalan Toddopuli Raya Timur, Paropo, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Paropo,Panakkukang,Makassar,4.483382942007514
407,Sans Coffee Tamalanrea,5.0,4,Coffee shop,-5.138251,119.5170705,"Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.483382942007514
815,Kopi KCN,5.0,4,Coffee shop,-5.163423,119.4838598,"SMA 12 Makassar, Jalan Moha, Kompleks Perumahan Universitas 45, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Antang,Manggala,Makassar,4.483382942007514
383,Coffee Tentang Kita,5.0,4,Coffee shop,-5.1360484,119.5177612,"Bumi Tamalanrea Permai, Laniang, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.483382942007514
830,Warkop Terminal,5.0,4,Coffee shop,-5.124898,119.415561,"Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar,4.483382942007514
995,LET'S MI COFFEE,5.0,4,Coffee shop,-5.1264853,119.4193052,"Jalan Bandang, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bontoala Tua,Bontoala,Makassar,4.483382942007514
999,Kopi Pejalan,5.0,4,Coffee stand,-5.1606694,119.4358882,"Teraskita Hotel, Jalan Andi Pangeran Pettarani, Cilallang, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar,4.483382942007514
904,Kopi Nyamank Tojeng,5.0,4,Cafe,-5.080598,119.522304,"PDAM Kota Makassar Unit Biringkanaya, Jalan Perintis Kemerdekaan, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90155, Indonesia",Pai,Biringkanaya,Makassar,4.483382942007514
1309,KEDAI KOPI SERAMA TURATEA,5.0,4,Coffee shop,-5.1565455,119.4102114,"Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.483382942007514
1226,KOPI SINI,5.0,4,Coffee shop,-5.1703547,119.4799357,"Jalan Sastra Raya, Perdos Unhas Antang, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Biring Romang,Manggala,Makassar,4.483382942007514
939,ZONA (MINUMAN & MAKANAN),5.0,4,Coffee shop,-5.1130777,119.5132634,"Jalan Paccerakkang, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.483382942007514
540,krimi kopi,5.0,4,Coffee shop,-5.1721869,119.4289082,"Bonto Maeoʼ, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90223, Indonesia",Mannuruki,Tamalate,Makassar,4.483382942007514
1211,Kanopi Kopi,5.0,4,Coffee shop,-5.1671368,119.4779086,"Kompleks Panakkukang Mas II Antang, Ujung Bori, Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar,4.483382942007514
1202,Es buah dan sob buah - Manggala,5.0,4,Coffee shop,-5.1663421,119.461142,"Jalan Toddopuli X, Perumnas Toddppuli, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.483382942007514
1105,TOKO KOPI XAKA,5.0,4,Coffee shop,-5.1723772,119.4111771,"Lorong III, Baji Mappakasunggu, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Baji Mappakasunggu,Mamajang,Makassar,4.483382942007514
533,NAIS KOPI,5.0,4,Espresso bar,-5.1685221,119.4470376,"Jalan Tamalate Raya, Panakkukang Permai, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar,4.483382942007514
219,EJA_COFFEE,4.5,121,Coffee shop,-5.1287063,119.4299604,"Jalan Datuk Ribandang, Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",Kalukuang,Tallo,Makassar,4.483137589480465
1040,Disini Kopi Makassar,4.6,17,Coffee shop,-5.159082,119.4203243,"Sd Muhammadiyah, Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.482702653456885
1153,warkop manggala,4.5,113,Coffee shop,-5.1678384,119.4969281,"Warkop Manggala, Jalan Roman Tangaya Raya, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar,4.482522860228519
773,Warkop Dg Sija,4.5,112,Coffee shop,-5.1318004,119.4234517,"Jalan Lobak, Wajo Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90153, Indonesia",Wajo Baru,Bontoala,Makassar,4.482442853193715
528,Kedai kopi dawa,4.7,9,Coffee shop,-5.1750193,119.4168696,"Jalan Kumala, Bonto Kamase, Jongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Jongaya,Tamalate,Makassar,4.482370211517812
841,Maka coffee,4.5,109,Cafe,-5.0893991,119.5172859,"Jalan Batara Bira 3, Pangandongang, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.482198375804647
80,Point Coffee,4.5,108,Coffee shop,-5.163678,119.4453834,"Rumah Sakit Grestelina, Jalan Adhyaksa 4, Kompleks Adhiyaksa, Paʼnyikkokang, Pandang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Pandang,Panakkukang,Makassar,4.482115363279165
236,Kopi Konoha Ujung Pandang Baru,4.8,6,Coffee shop,-5.124976,119.4348909,"Jalan Ade Irma Nasution Lorong 6, Wala-Walaya, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Wala-Walaya,Tallo,Makassar,4.481899854031983
572,Kopte Ujung Pandang,4.8,6,Coffee shop,-5.1720241,119.4266079,"Jalan Andi Tonro, Pabbaeng-Baeng, Pa'baeng-Baeng, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Pa'baeng-Baeng,Tamalate,Makassar,4.481899854031983
442,Kopi Padu Rasa - Tamalate,4.8,6,Coffee shop,-5.172813,119.445438,"Jalan Tamalate Raya, Perumnas Tamalate, Mappala, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Mappala,Rappocini,Makassar,4.481899854031983
1168,URBAE COFFEE - Antang Raya,4.8,6,Coffee shop,-5.1621861,119.4763529,"Universitas Mega Rezky (Unimerz), Jalan Muhammad Paleo Raya, Pannaraʼ, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Antang,Manggala,Makassar,4.481899854031983
1282,Kopi Mario,4.8,6,Cafe,-5.1573066,119.4158808,"Jalan Stadion, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mario,Mariso,Makassar,4.481899854031983
1259,District 27 Coffee,4.5,104,Cafe,-5.1510356,119.4147544,"Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Kunjung Mae,Mariso,Makassar,4.481775423941531
803,Kopi Pak Mus,4.6,16,Coffee stand,-5.1355016,119.479894,"BTN Asal Mula, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.481744694291709
970,Kampoeng Kopi,4.6,16,Coffee shop,-5.1477867,119.4216624,"Jalan Bulukunyi, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar,4.481744694291709
318,Warkop 99,4.6,16,Cafe,-5.121307,119.434874,"Jalan Ade Irma Nasution, Ujung Pandang Baru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Ujung Pandang Baru,Tallo,Makassar,4.481744694291709
190,Pos Kopi,4.6,16,Coffee shop,-5.1577428,119.4306507,"Jalan Rappocini Blok 8, Gotong, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Buakana,Rappocini,Makassar,4.481744694291709
1123,Warkop Dottoro 75,4.5,99,Coffee shop,-5.1607465,119.4219545,"Jalan Veteran Selatan, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.4813318849731285
965,Kopi Kenangan - Ruko Bawakaraeng Makassar,4.5,98,Coffee shop,-5.1349286,119.4271069,"Jalan Kangkung, Tompo Balang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Tompo Balang,Bontoala,Makassar,4.481240573806107
1083,Garasi Cafe & Resto,4.5,98,Cafe,-5.1534719,119.4200286,"Jalan Amirullah, Maricaya Selatan, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya Selatan,Mamajang,Makassar,4.481240573806107
1258,Haloman Coffee,4.5,95,Cafe,-5.1605229,119.4113382,"Jalan Gagak, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Mariso,Mariso,Makassar,4.480961200935504
624,Kedai Kopi BONTee,4.5,94,Coffee shop,-5.1483623,119.4163919,"Kwartir Daerah Gerakan Pramuka Sulawesi Selatan, No 5, Jalan Monginsidi, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Mangkura,Ujung Pandang,Makassar,4.480866218294684
269,RR COFFEE,4.6,15,Coffee shop,-5.1232237,119.4344577,"Jalan A.R. Hakim, Ujung Pandang Baru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Ujung Pandang Baru,Tallo,Makassar,4.480770959114939
802,Warkop Muhammadiyah,4.5,93,Coffee shop,-5.1252351,119.4154848,"Jalan Muhammadiyah, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Melayu,Wajo,Makassar,4.480770283184535
73,KOPI SEATAP,4.5,93,Coffee shop,-5.1659955,119.4450861,"Griya Panakkukang Indah, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar,4.480770283184535
807,Daily coffee,4.5,91,Coffee shop,-5.1208857,119.4099226,"Jalan Nusantara Baru, Mampu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90173, Indonesia",Mampu,Wajo,Makassar,4.480575497668587
780,Warung Kopi Topanri,4.5,91,Coffee shop,-5.1572361,119.4135991,"Warung Steak and Shake, Jalan Opu Daeng Risadju, Mario, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mario,Mariso,Makassar,4.480575497668587
938,Warkop 183,4.5,88,Coffee shop,-5.1087944,119.5107256,"Jalan Perintis Kemerdekaan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.48027580626199
347,TOKIO COFFEE LAB.,4.5,86,Coffee shop,-5.1417667,119.4960988,"Jalan Perintis Kemerdekaan, Perdos Unhas Tamalanrea, Tamalanrea Jaya, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Tamalanrea Jaya,Tamalanrea,Makassar,4.480070821047242
942,Warkop Massi,4.6,14,Coffee shop,-5.1137537,119.5063664,"Pasar Grosir Daya Modern, Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.479781054983573
1038,PENANG COFFEE,4.6,14,Coffee shop,-5.1375628,119.4201612,"Jalan Gunung Latimojong, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",Lariang Bangi,Makassar,Makassar,4.479781054983573
1181,Calaveras Kopi,4.6,14,Coffee shop,-5.1499274,119.4701382,"Bumi Tirta Nusantara III, Paccinang, Tello Baru, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tello Baru,Panakkukang,Makassar,4.479781054983573
1295,Warkop 23,4.5,82,Coffee shop,-5.1501818,119.4150433,"Jalan Merpati, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Kunjung Mae,Mariso,Makassar,4.479647797355104
906,Warkop 25 My,4.5,81,Coffee shop,-5.1087308,119.5108185,"Jalan Perintis Kemerdekaan, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.479539220447207
365,Cafe Halaman,4.5,81,Coffee shop,-5.1375945,119.515451,"Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.479539220447207
471,Kopi Gilby,4.5,80,Coffee shop,-5.1846467,119.4227875,"Jalan Daeng Tata Raya, Mannuruki, Bonto Duri, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Bonto Duri,Tamalate,Makassar,4.479429478832445
41,Bawah Pohon Coffeelab,4.5,77,Coffee shop,-5.1659651,119.4495492,"Jalan Toddopuli Raya, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar,4.479093075274633
288,Warkop P.A.P,4.5,77,Cafe,-5.127051,119.4310937,"Jalan Pongtiku, La'latang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",La'latang,Tallo,Makassar,4.479093075274633
1003,Warung Kopi New Om San,4.8,5,Coffee shop,-5.125214,119.420221,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bunga Ejaya,Bontoala,Makassar,4.479045530939656
708,Warkop Makmur/ Jual beli chip,4.8,5,Coffee shop,-5.1180005,119.420153,"Jalan Cakalang, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Tabaringan,Ujung Tanah,Makassar,4.479045530939656
453,"Moko Roti & Kopi, Tamalate",4.8,5,Coffee shop,-5.1729199,119.45055,"Jalan Tidung 9, Panakkukang Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar,4.479045530939656
910,Kode Kopi COFFEE SHOP,4.8,5,Coffee shop,-5.1105993,119.5105754,"Daya Grand Square, Jalan Garuda, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Daya,Biringkanaya,Makassar,4.479045530939656
1127,Warung kopi dan makan 77,4.8,5,Coffee shop,-5.1549263,119.418498,"Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar,4.479045530939656
1243,Kopi Sebatas temu,4.8,5,Coffee shop,-5.173763,119.4802789,"Jalan Tamangapa Raya, Tamanngapa, Biring Romang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Biring Romang,Manggala,Makassar,4.479045530939656
1205,Teras Kopi,4.8,5,Cafe,-5.1689734,119.472614,"Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bangkala,Manggala,Makassar,4.479045530939656
82,Kopi Lorong Makassar,4.8,5,Coffee shop,-5.1412962,119.4376911,"Jalan Sehati, Taeng, Karuwisi, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Karuwisi,Panakkukang,Makassar,4.479045530939656
119,Pakopi Rappocini,4.8,5,Coffee shop,-5.1550846,119.4289245,"Jalan Rappocini Raya, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar,4.479045530939656
351,UTTON - Perintis,4.5,75,Coffee shop,-5.141319,119.4867587,"Jalan Perintis Kemerdekaan, Tamalanrea Jaya, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Jaya,Tamalanrea,Makassar,4.4788626261542115
776,ES KOPI INDONESIA TANIMBAR,4.6,13,Cafe,-5.1240597,119.4138176,"Jalan Tanimbar, Melayu, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Melayu,Wajo,Makassar,4.4787745757956525
642,Kopi Lain Hati Lamaddukelleng,4.6,13,Coffee shop,-5.1466486,119.4112686,"Jalan Lamadukelleng, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar,4.4787745757956525
483,Stasiun Kuliner Pujasera Tamalate,5.0,3,Coffee shop,-5.1745703,119.4445818,"Jalan Tamalate Raya, Perumnas Tamalate, Karunrung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Karunrung,Rappocini,Makassar,4.478662608709263
1227,Tongkonan - Rumah Kopi Sulawesi,5.0,3,Coffee shop,-5.1612087,119.4650988,"Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Batua,Manggala,Makassar,4.478662608709263
204,Kopi Burung Seriti,5.0,3,Store,-5.1531129,119.4263437,"Jalan Rappocini Raya, Rappo Ciniʼ, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Rappocini,Rappocini,Makassar,4.478662608709263
198,Es Kopi Coffee Daeng Makassar,5.0,3,Coffee shop,-5.1747311,119.442432,"Jalan Monumen Emmy Saelan 3A, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Tidung,Rappocini,Makassar,4.478662608709263
675,Comeback kopi,5.0,3,Coffee shop,-5.1167011,119.4220135,"Jembatan Kanal Tinumbu, Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Layang,Bontoala,Makassar,4.478662608709263
1100,Kedai Kopi Lakuna,5.0,3,Coffee shop,-5.1614595,119.4209386,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.478662608709263
276,Warkop INDOTANG,5.0,3,Coffee shop,-5.1275341,119.4343944,"Jalan M. Jufri 1, Rappojawa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Rappojawa,Tallo,Makassar,4.478662608709263
933,WARKOP KOPI KUY,5.0,3,Coffee shop,-5.0901284,119.5255869,"Tangkala, Laikang, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Laikang,Biringkanaya,Makassar,4.478662608709263
1218,GADDE CEMILAN ZIDAN,5.0,3,Coffee shop,-5.1523217,119.4700192,"Allaʼ-Allaʼ, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Allaʼ-Allaʼ,Manggala,Makassar,4.478662608709263
1222,Kopi Kita,5.0,3,Cafe,-5.163818,119.4553941,"Jalan Toddopuli X, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.478662608709263
1354,Kedai zahra (coffee & tea,5.0,3,Cafe,-5.1622906,119.4099989,"Jalan Hati Mulia, Kampung Buyang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Kampung Buyang,Mariso,Makassar,4.478662608709263
431,The Triple S Coffee,5.0,3,Coffee shop,-5.1384576,119.4875292,"Cafe Danau, Lorong 2, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.478662608709263
890,MOOD,5.0,3,Coffee shop,-5.1142734,119.5172174,"Alfa Mart, Jalan Paccerakkang, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar,4.478662608709263
1271,D'Coffee,5.0,3,Coffee shop,-5.1513221,119.4103394,"Jalan Rajawali, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Kunjung Mae,Mariso,Makassar,4.478662608709263
126,Rappokopi,5.0,3,Coffee store,-5.1570931,119.4309602,"Jalan Rappocini Blok 8, Cilallang, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Buakana,Rappocini,Makassar,4.478662608709263
1007,ZWarkop,5.0,3,Coffee shop,-5.1260714,119.4192168,"Jalan Bandang, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Parang Layang,Bontoala,Makassar,4.478662608709263
1005,Kedai kopi kita makassar,5.0,3,Cafe,-5.1275788,119.4206072,"Jalan Lamuru, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bontoala Tua,Bontoala,Makassar,4.478662608709263
